article_no,discipline,subdiscipline,journal_title,journal_url,volume,issue,month,year,issue_url,type,title,article_url
10,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,10,October,2019,https://link.springer.com/journal/270/42/10,Clinical Investigation,Inferior Vena Cava Rupture Caused by Balloon Angioplasty During the Treatment of Budd–Chiari Syndrome,https://link.springer.com/article/10.1007/s00270-019-02292-9
11,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,10,October,2019,https://link.springer.com/journal/270/42/10,Clinical Investigation,Paravertebral Collateral Arteries in Patients with Carotid Stenosis: Is There a Safe Space for Transforaminal Cervical Nerve Root Injections?,https://link.springer.com/article/10.1007/s00270-019-02240-7
12,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,9,September,2019,https://link.springer.com/journal/270/42/9,Review,New European Regulation for Medical Devices: What Is Changing?,https://link.springer.com/article/10.1007/s00270-019-02247-0
13,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,9,September,2019,https://link.springer.com/journal/270/42/9,Clinical Investigation,Current Trends in the Treatment of Hepatocellular Carcinoma with Transarterial Embolization: Variability in Technical Aspects,https://link.springer.com/article/10.1007/s00270-019-02232-7
14,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,9,September,2019,https://link.springer.com/journal/270/42/9,Review,Focus on Recommendations for the Management of Non-small Cell Lung Cancer,https://link.springer.com/article/10.1007/s00270-019-02222-9
15,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,9,September,2019,https://link.springer.com/journal/270/42/9,Review,Cancer Immunotherapy: A Simple Guide for Interventional Radiologists of New Therapeutic Approaches,https://link.springer.com/article/10.1007/s00270-018-2074-1
16,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,8,August,2019,https://link.springer.com/journal/270/42/8,Clinical Investigation,Accuracy of Length of Virtual Stents in Treatment of Intracranial Wide-Necked Aneurysms,https://link.springer.com/article/10.1007/s00270-019-02230-9
17,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,8,August,2019,https://link.springer.com/journal/270/42/8,Clinical Investigation,The Safety of Continuing Therapeutic Anticoagulation During Inferior Vena Cava Filter Retrieval: A 6-Year Retrospective Review from a Tertiary Centre,https://link.springer.com/article/10.1007/s00270-019-02254-1
18,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,8,August,2019,https://link.springer.com/journal/270/42/8,Review,Inferior Vena Cava Filters in Hemodynamically Unstable Patients with Acute Pulmonary Embolism: How Often are They Used? Data from Multicenter Prospective Registries on Acute Pulmonary Embolism,https://link.springer.com/article/10.1007/s00270-019-02242-5
19,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,8,August,2019,https://link.springer.com/journal/270/42/8,Clinical Investigation,A New Fully Covered Irradiation Stent Versus a Partially Covered Irradiation Stent for Unresectable Malignant Dysphagia: A Single-Center Experience,https://link.springer.com/article/10.1007/s00270-019-02252-3
20,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,7,July,2019,https://link.springer.com/journal/270/42/7,Clinical Investigation,"Percutaneous Cryoablation of Stage T1b Renal Cell Carcinoma: Safety, Technical Results, and Clinical Outcomes",https://link.springer.com/article/10.1007/s00270-019-02226-5
21,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,7,July,2019,https://link.springer.com/journal/270/42/7,Review,Current Status of Endovascular Preservation of the Internal Iliac Artery with Iliac Branch Devices (IBD),https://link.springer.com/article/10.1007/s00270-019-02199-5
22,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,7,July,2019,https://link.springer.com/journal/270/42/7,Clinical Investigation,Local Ultrasound-Facilitated Thrombolysis in High-Risk Pulmonary Embolism: First Dutch Experience,https://link.springer.com/article/10.1007/s00270-019-02200-1
23,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,7,July,2019,https://link.springer.com/journal/270/42/7,Clinical Investigation,Onyx Embolization for Occlusion of the Proximal Internal Iliac Artery During EVAR in Patients with Unsuitable Landing Zones in the Common Iliac Artery,https://link.springer.com/article/10.1007/s00270-019-02188-8
24,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,6,June,2019,https://link.springer.com/journal/270/42/6,Clinical Investigation,Lymphangiography and Lymphatic Embolization for the Management of Pelvic Lymphocele After Radical Prostatectomy in Prostatic Cancer,https://link.springer.com/article/10.1007/s00270-019-02209-6
25,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,6,June,2019,https://link.springer.com/journal/270/42/6,Clinical Investigation,Safety of Percutaneous Hepatic Perfusion with Melphalan in Patients with Unresectable Liver Metastases from Ocular Melanoma Using the Delcath Systems’ Second-Generation Hemofiltration System: A Prospective Non-randomized Phase II Trial,https://link.springer.com/article/10.1007/s00270-019-02177-x
26,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,6,June,2019,https://link.springer.com/journal/270/42/6,Review,Percutaneous Neurolysis for Pain Management in Oncological Patients,https://link.springer.com/article/10.1007/s00270-019-02185-x
27,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,6,June,2019,https://link.springer.com/journal/270/42/6,Laboratory Investigation,In Vitro Bovine Liver Experiment of Cisplatin-Infused and Normal Saline-Infused Radiofrequency Ablation with an Internally Cooled Perfusion Electrode,https://link.springer.com/article/10.1007/s00270-019-02178-w
28,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,5,May,2019,https://link.springer.com/journal/270/42/5,Clinical Investigation,Prognosticating Survival in Hepatocellular Carcinoma with Elevated Baseline Alpha-fetoprotein Treated with Radioembolization Using a Novel Laboratory Scoring System: Initial Development and Validation,https://link.springer.com/article/10.1007/s00270-019-02191-z
29,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,5,May,2019,https://link.springer.com/journal/270/42/5,Clinical Investigation,Comparison of Chimney Technique and Single-Branched Stent Graft for Treating Patients with Type B Aortic Dissections that Involved the Left Subclavian Artery,https://link.springer.com/article/10.1007/s00270-018-2145-3
30,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,5,May,2019,https://link.springer.com/journal/270/42/5,Clinical Investigation,Usefulness of Direct Computed Tomography Venography in Predicting Inflow for Venous Reconstruction in Chronic Post-thrombotic Syndrome,https://link.springer.com/article/10.1007/s00270-019-02161-5
31,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,5,May,2019,https://link.springer.com/journal/270/42/5,Clinical Investigation,Technical and Imaging Outcomes from the UK Registry of Prostate Artery Embolization (UK-ROPE) Study: Focusing on Predictors of Clinical Success,https://link.springer.com/article/10.1007/s00270-018-02156-8
32,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,4,April,2019,https://link.springer.com/journal/270/42/4,Review,Sealing Devices in Chimney Aortic Repair (CH EVAS) Versus Chimney Aortic Repair with Conventional Devices (CH EVAR): A Systematic Review,https://link.springer.com/article/10.1007/s00270-018-2149-z
33,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,4,April,2019,https://link.springer.com/journal/270/42/4,Clinical Investigation,Phase II Trial of Transarterial Embolization Using an n-Butyl-2-Cyanoacrylate/Lipiodol Mixture (JIVROSG-0802),https://link.springer.com/article/10.1007/s00270-018-2141-7
34,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,4,April,2019,https://link.springer.com/journal/270/42/4,Clinical Investigation,End-hole Versus Microvalve Infusion Catheters in Patients Undergoing Drug-Eluting Microspheres-TACE for Solitary Hepatocellular Carcinoma Tumors: A Retrospective Analysis,https://link.springer.com/article/10.1007/s00270-018-2150-6
35,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,4,April,2019,https://link.springer.com/journal/270/42/4,Clinical Investigation,Advantages of Intraprocedural Unenhanced CT During Adrenal Venous Sampling to Confirm Accurate Catheterization of the Right Adrenal Vein,https://link.springer.com/article/10.1007/s00270-018-2135-5
36,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,3,March,2019,https://link.springer.com/journal/270/42/3,Clinical Investigation,Effects of Varicocele Treatment on Sperm Conventional Parameters: Surgical Varicocelectomy Versus Sclerotherapy,https://link.springer.com/article/10.1007/s00270-018-2136-4
37,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,3,March,2019,https://link.springer.com/journal/270/42/3,Clinical Investigation,Image-Guided Percutaneous Bleomycin and Bevacizumab Sclerotherapy of Orbital Lymphatic Malformations in Children,https://link.springer.com/article/10.1007/s00270-018-2128-4
38,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,3,March,2019,https://link.springer.com/journal/270/42/3,Clinical Investigation,Radioembolization with 90Y Resin Microspheres of Neuroendocrine Liver Metastases: International Multicenter Study on Efficacy and Toxicity,https://link.springer.com/article/10.1007/s00270-018-2148-0
39,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,3,March,2019,https://link.springer.com/journal/270/42/3,Laboratory Investigation,Lymphangiography and Post-lymphangiographic Multidetector CT for Preclinical Lymphatic Interventions in a Rabbit Model,https://link.springer.com/article/10.1007/s00270-018-2123-9
40,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,Study of Percutaneous Stent Placement with Iodine-125 Seed Strand for Malignant Biliary Obstruction,https://link.springer.com/article/10.1007/s00270-018-2117-7
41,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,Evaluation of Uterine Contractility by Magnetic Resonance Imaging in Women Undergoing Embolization of Uterine Fibroids,https://link.springer.com/article/10.1007/s00270-018-2053-6
42,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,The Relationship Between Gelatin Sponge Preparation Methods and the Incidence of Intrauterine Synechia Following Uterine Artery Embolization for Postpartum Hemorrhage,https://link.springer.com/article/10.1007/s00270-018-2078-x
43,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,Predictors of Recurrent Biliary Obstruction Following Percutaneous Uncovered Metal Stent Insertion in Patients with Distal Malignant Biliary Obstruction: An Analysis Using a Competing Risk Model,https://link.springer.com/article/10.1007/s00270-018-2107-9
44,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,1,January,2019,https://link.springer.com/journal/270/42/1,Review,Imaging and Endovascular Treatment of Bleeding Pelvic Fractures: Review Article,https://link.springer.com/article/10.1007/s00270-018-2071-4
45,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,1,January,2019,https://link.springer.com/journal/270/42/1,Clinical Investigation,Factors Associated with Secondary Functional Patency After Percutaneous Transluminal Angioplasty of the Early Failing or Immature Hemodialysis Arteriovenous Fistula,https://link.springer.com/article/10.1007/s00270-018-2083-0
46,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,1,January,2019,https://link.springer.com/journal/270/42/1,Laboratory Investigation,Feasibility of Helical I-125 Seed Implant in the Portal Vein,https://link.springer.com/article/10.1007/s00270-018-2059-0
47,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,1,January,2019,https://link.springer.com/journal/270/42/1,Clinical Investigation,Endovascular Stroke Therapy with a Novel 6-French Aspiration Catheter,https://link.springer.com/article/10.1007/s00270-018-2093-y
48,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,12,December,2018,https://link.springer.com/journal/270/41/12,Review,Primary Tumor Location in Colorectal Cancer: Comparison of Right- and Left-Sided Colorectal Cancer Characteristics for the Interventional Radiologist,https://link.springer.com/article/10.1007/s00270-018-2014-0
49,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,12,December,2018,https://link.springer.com/journal/270/41/12,Review,Balloon Pulmonary Angioplasty for Chronic Thromboembolic Pulmonary Hypertension,https://link.springer.com/article/10.1007/s00270-018-2012-2
50,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,12,December,2018,https://link.springer.com/journal/270/41/12,Clinical Investigation,Comparison of Cone-Beam Tomography and Cross-Sectional Imaging for Volumetric and Dosimetric Calculations in Resin Yttrium-90 Radioembolization,https://link.springer.com/article/10.1007/s00270-018-2030-0
51,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,12,December,2018,https://link.springer.com/journal/270/41/12,Clinical Investigation,Presence of the Posterior Communicating Artery Contributes to the Clinical Outcome After Endovascular Treatment of Patients with MCA Occlusions,https://link.springer.com/article/10.1007/s00270-018-2029-6
52,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,11,November,2018,https://link.springer.com/journal/270/41/11,Clinical Investigation,Comparison of Radiofrequency Ablation and Transarterial Chemoembolization for Hepatocellular Carcinoma in the Caudate Lobe,https://link.springer.com/article/10.1007/s00270-018-1978-0
53,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,11,November,2018,https://link.springer.com/journal/270/41/11,Review,Bariatric Arterial Embolization for Obesity: A Review of Early Clinical Evidence,https://link.springer.com/article/10.1007/s00270-018-1996-y
54,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,11,November,2018,https://link.springer.com/journal/270/41/11,Clinical Investigation,Thrombophilia Associated with Early Post-angioplasty Thrombosis of Dialysis Vascular Access,https://link.springer.com/article/10.1007/s00270-018-2046-5
55,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,11,November,2018,https://link.springer.com/journal/270/41/11,Clinical Investigation,Transarterial Radioembolization Following Chemoembolization for Unresectable Hepatocellular Carcinoma: Response Based on Apparent Diffusion Coefficient Change is an Independent Predictor for Survival,https://link.springer.com/article/10.1007/s00270-018-1991-3
56,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,10,October,2018,https://link.springer.com/journal/270/41/10,Clinical Investigation,Patient-Reported Outcomes of Bleomycin Sclerotherapy for Low-Flow Vascular Malformations and Predictors of Improvement,https://link.springer.com/article/10.1007/s00270-018-1999-8
57,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,10,October,2018,https://link.springer.com/journal/270/41/10,Clinical Investigation,Microwave Ablation in the Management of Colorectal Cancer Pulmonary Metastases,https://link.springer.com/article/10.1007/s00270-018-2000-6
58,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,10,October,2018,https://link.springer.com/journal/270/41/10,Clinical Investigation,A Prospective Clinical Study of a Percutaneous Vascular Access System for Hemodialysis Catheters,https://link.springer.com/article/10.1007/s00270-018-2031-z
59,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,10,October,2018,https://link.springer.com/journal/270/41/10,Laboratory Investigation,Drug Distribution and Basic Pharmacology of Paclitaxel/Resveratrol-Coated Balloon Catheters,https://link.springer.com/article/10.1007/s00270-018-2018-9
60,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,9,September,2018,https://link.springer.com/journal/270/41/9,Clinical Investigation,Response Assessment by Volumetric Iodine Uptake Measurement: Preliminary Experience in Patients with Intermediate-Advanced Hepatocellular Carcinoma Treated with Yttrium-90 Radioembolization,https://link.springer.com/article/10.1007/s00270-018-1962-8
61,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,9,September,2018,https://link.springer.com/journal/270/41/9,Clinical Investigation,Non-surgical Management of Blunt Splenic Trauma: A Comparative Analysis of Non-operative Management and Splenic Artery Embolization—Experience from a European Trauma Center,https://link.springer.com/article/10.1007/s00270-018-1953-9
62,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,9,September,2018,https://link.springer.com/journal/270/41/9,Clinical Investigation,Urgent Endovascular Treatment for Non-traumatic Descending Thoracic Aortic Rupture,https://link.springer.com/article/10.1007/s00270-018-2006-0
63,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,9,September,2018,https://link.springer.com/journal/270/41/9,Laboratory Investigation,Inherently Radiopaque Narrow-Size-Calibrated Microspheres: Proof of Principle in a Pig Embolization Model,https://link.springer.com/article/10.1007/s00270-018-1986-0
64,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,5,October,2019,https://link.springer.com/journal/12350/26/5,Original Article,Improving perfusion defect detection with respiratory motion correction in cardiac SPECT at standard and reduced doses,https://link.springer.com/article/10.1007/s12350-018-1374-9
65,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,5,October,2019,https://link.springer.com/journal/12350/26/5,Original Article,How variable are the volumetric measurements from gated perfusion SPECT when a one-day stress-rest protocol is used?,https://link.springer.com/article/10.1007/s12350-018-1253-4
66,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,5,October,2019,https://link.springer.com/journal/12350/26/5,Original Article,Left ventricular mechanical dyssynchrony assessment in long-standing type II diabetes mellitus patients with normal gated SPECT-MPI,https://link.springer.com/article/10.1007/s12350-018-1208-9
67,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,5,October,2019,https://link.springer.com/journal/12350/26/5,Original Article,Gated SPECT myocardial perfusion imaging with cadmium-zinc-telluride detectors allows real-time assessment of dobutamine-stress-induced wall motion abnormalities,https://link.springer.com/article/10.1007/s12350-018-1187-x
68,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,4,August,2019,https://link.springer.com/journal/12350/26/4,Original Article,18F-sodium fluoride positron emission tomography assessed microcalcifications in culprit and non-culprit human carotid plaques,https://link.springer.com/article/10.1007/s12350-018-1325-5
69,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,4,August,2019,https://link.springer.com/journal/12350/26/4,Original Article,Coronary vascular age: An alternate means for predicting stress-induced myocardial ischemia in patients with suspected coronary artery disease,https://link.springer.com/article/10.1007/s12350-018-1191-1
70,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,4,August,2019,https://link.springer.com/journal/12350/26/4,Original Article,Comparison of two software systems for quantification of myocardial blood flow in patients with hypertrophic cardiomyopathy,https://link.springer.com/article/10.1007/s12350-017-1155-x
71,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,4,August,2019,https://link.springer.com/journal/12350/26/4,Original Article,Diagnostic value of stress thallium-201/rest technetium-99m-sestamibi sequential dual isotope high-speed myocardial perfusion imaging for the detection of haemodynamically relevant coronary artery stenosis,https://link.springer.com/article/10.1007/s12350-018-1189-8
72,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,3,June,2019,https://link.springer.com/journal/12350/26/3,Original Article,The prognostic value of heart rate response during vasodilator stress myocardial perfusion imaging in patients with end-stage renal disease undergoing renal transplantation,https://link.springer.com/article/10.1007/s12350-017-1061-2
73,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,3,June,2019,https://link.springer.com/journal/12350/26/3,Original Article,"Complete revascularization determined by myocardial perfusion imaging could improve the outcomes of patients with stable coronary artery disease, compared with incomplete revascularization and no revascularization",https://link.springer.com/article/10.1007/s12350-017-1145-z
74,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,3,June,2019,https://link.springer.com/journal/12350/26/3,Original Article,Relationship of left ventricular global longitudinal strain with cardiac autonomic denervation as assessed by 123I-mIBG scintigraphy in patients with heart failure with reduced ejection fraction submitted to cardiac resynchronization therapy,https://link.springer.com/article/10.1007/s12350-017-1148-9
75,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,3,June,2019,https://link.springer.com/journal/12350/26/3,Original Article,Meta-analysis of 18F-FDG PET/CT in the diagnosis of infective endocarditis,https://link.springer.com/article/10.1007/s12350-017-1092-8
76,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,2,April,2019,https://link.springer.com/journal/12350/26/2,Original Article,Incidence of atrioventricular block with vasodilator stress SPECT: A meta-analysis,https://link.springer.com/article/10.1007/s12350-017-1081-y
77,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,2,April,2019,https://link.springer.com/journal/12350/26/2,Original Article,Improved diagnosis of the number of stenosed coronary artery vessels by segmentation with scatter and photo-peak window data for attenuation correction in myocardial perfusion SPECT,https://link.springer.com/article/10.1007/s12350-017-1058-x
78,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,2,April,2019,https://link.springer.com/journal/12350/26/2,Original Article,Coronary calcium score influences referral for invasive coronary angiography after normal myocardial perfusion SPECT,https://link.springer.com/article/10.1007/s12350-017-1067-9
79,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,2,April,2019,https://link.springer.com/journal/12350/26/2,Original Article,Assessing time-of-flight signal-to-noise ratio gains within the myocardium and subsequent reductions in administered activity in cardiac PET studies,https://link.springer.com/article/10.1007/s12350-017-0916-x
80,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,1,February,2019,https://link.springer.com/journal/12350/26/1,Review Article,Emerging imaging targets for infiltrative cardiomyopathy: Inflammation and fibrosis,https://link.springer.com/article/10.1007/s12350-018-1356-y
81,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,1,February,2019,https://link.springer.com/journal/12350/26/1,Original Article,Infections in patients using ventricular-assist devices: Comparison of the diagnostic performance of 18F-FDG PET/CT scan and leucocyte-labeled scintigraphy,https://link.springer.com/article/10.1007/s12350-018-1323-7
82,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,1,February,2019,https://link.springer.com/journal/12350/26/1,Original Article,"Nutrition, risk factors, prevention, and imaging: The 2018 Mario Verani Lecture",https://link.springer.com/article/10.1007/s12350-018-01506-w
83,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,26,1,February,2019,https://link.springer.com/journal/12350/26/1,Review Article,Guidelines in review: Comparison of ESC and AHA guidance for the diagnosis and management of infective endocarditis in adults,https://link.springer.com/article/10.1007/s12350-018-1333-5
84,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,6,December,2018,https://link.springer.com/journal/12350/25/6,Original Article,Is coronary calcium scoring too late? Total body arterial calcium burden in patients without known CAD and normal MPI,https://link.springer.com/article/10.1007/s12350-017-0925-9
